time_us,state,temperature_chip_celsius,deployment_percent,pressure_mb,altitude,altitude_filt,velocity_filt,temperature_alt_celsius,mid_imu_ax,mid_imu_ay,mid_imu_az,mid_imu_gx,mid_imu_gy,mid_imu_gz,mag_x,mag_y,mag_z,high_g_x,high_g_y,high_g_z,drag_force,apogee_prediction,desired_drag_force
3563522636,COAST,29.01,0,719.56,2794.90,1959.01,139.43,33.00,0.14,-0.01,-0.28,319.15,318.41,479.02,-2596,6275,292,-0.29,-0.34,-0.68,37.79,2872.28,770.78,
3563572636,COAST,29.48,0,719.14,2799.50,1966.57,138.58,32.98,0.12,-0.01,-0.31,321.22,320.98,478.90,-2596,6275,292,-0.05,0.10,0.59,37.35,2870.22,768.13,
3563582636,COAST,29.48,0,718.77,2803.60,1966.57,138.58,33.00,0.13,-0.02,-0.29,319.88,318.78,479.15,-2596,6275,292,-0.63,0.68,-0.59,37.35,2870.22,768.13,
3563592636,COAST,29.01,0,718.94,2801.70,1968.99,138.22,32.98,0.10,-0.02,-0.25,320.73,320.73,479.02,-2596,6275,292,0.49,0.05,-2.49,37.19,2869.07,767.15,
3563562636,COAST,29.48,0,718.94,2801.70,1964.07,138.88,32.98,0.12,-0.02,-0.27,317.56,319.39,478.66,-2596,6275,292,-0.44,0.73,1.17,37.50,2870.95,769.06,
3563612637,COAST,29.95,0,718.74,2803.90,1971.54,137.98,32.98,0.11,-0.04,-0.27,320.61,320.12,478.41,-2596,6275,292,-0.93,0.24,-1.12,37.00,2867.16,766.24,
3563622636,COAST,29.01,0,718.77,2803.60,1971.54,137.98,33.00,0.09,-0.03,-0.29,319.02,320.24,478.66,-2596,6275,292,0.29,-0.29,0.39,37.00,2867.16,766.24,
3563632636,COAST,29.01,0,718.35,2808.20,1974.06,137.72,32.98,0.15,-0.03,-0.27,319.02,320.24,478.41,-2596,6275,292,0.73,0.34,-0.59,36.87,2866.81,765.18,
3563602636,COAST,29.01,0,718.94,2801.70,1968.99,138.22,32.98,0.12,-0.01,-0.29,320.73,320.12,478.78,-2596,6275,292,0.29,1.41,-0.73,37.19,2869.07,767.15,
3563652637,COAST,29.01,0,718.15,2810.40,1976.58,137.45,32.98,0.12,-0.05,-0.27,318.90,320.73,478.41,216,4918,264,-0.44,0.10,0.93,36.74,2866.09,764.19,
3563662636,COAST,29.01,0,717.95,2812.60,1976.58,137.45,32.98,0.13,-0.04,-0.27,319.51,321.46,477.93,216,4918,264,0.83,0.00,-0.49,36.74,2866.09,764.19,
3563672637,COAST,29.01,0,718.15,2810.40,1979.15,137.24,32.98,0.12,-0.01,-0.26,320.24,319.39,477.68,216,4918,264,-0.20,0.00,-0.44,36.60,2865.45,763.15,
3563642636,COAST,29.48,0,718.35,2808.20,1974.06,137.72,32.98,0.13,-0.01,-0.27,320.49,320.98,478.78,-2596,6275,292,0.88,0.73,-2.29,36.87,2866.81,765.18,
3563692636,COAST,29.01,0,717.75,2814.80,1981.64,136.96,32.98,0.11,-0.01,-0.29,319.51,320.00,477.80,216,4918,264,0.54,-0.54,-0.39,36.49,2865.51,762.05,
3563702636,COAST,29.48,0,717.36,2819.10,1981.64,136.96,32.98,0.11,0.02,-0.27,319.88,322.32,477.68,216,4918,264,1.22,-0.24,-1.37,36.49,2865.51,762.05,
3563712637,COAST,29.95,0,717.95,2812.60,1984.18,136.72,32.98,0.09,-0.01,-0.28,319.15,319.88,478.05,216,4918,264,1.07,0.10,-1.32,36.35,2864.67,760.94,
3563682636,COAST,29.01,0,717.55,2817.00,1979.15,137.24,32.98,0.13,-0.04,-0.28,319.76,320.37,477.56,216,4918,264,0.59,-0.29,0.73,36.60,2865.45,763.15,
3563732636,COAST,29.01,0,717.55,2817.00,1986.70,136.47,32.98,0.10,-0.00,-0.28,317.56,320.61,476.95,216,4918,264,0.59,-0.05,-2.15,36.22,2864.34,759.77,
3563742636,COAST,29.01,0,717.16,2821.30,1986.70,136.47,32.98,0.09,0.00,-0.27,319.15,318.54,477.32,216,4918,264,-0.29,0.34,-1.85,36.22,2864.34,759.77,
3563752636,COAST,29.01,0,717.36,2819.10,1989.20,136.21,32.98,0.11,-0.01,-0.27,317.56,320.37,476.71,216,4918,264,-0.29,1.32,0.10,36.10,2863.80,758.62,
3563722636,COAST,29.01,0,717.13,2821.70,1984.18,136.72,32.97,0.12,-0.01,-0.24,318.41,321.71,477.80,216,4918,264,0.59,-0.54,-1.02,36.35,2864.67,760.94,
3563772636,COAST,29.01,0,716.76,2825.70,1991.61,135.87,32.98,0.12,-0.02,-0.25,318.66,319.88,476.95,216,4918,264,0.63,-0.39,-1.61,35.97,2863.27,757.45,
3563782636,COAST,29.01,0,716.54,2828.20,1991.61,135.87,32.97,0.10,-0.02,-0.27,320.24,321.22,476.83,216,4918,264,-0.20,-0.73,-0.20,35.97,2863.27,757.45,
3563792636,COAST,29.01,0,716.34,2830.40,1994.02,135.54,32.97,0.07,-0.01,-0.24,320.49,320.37,476.71,216,4918,264,0.24,-0.63,-0.49,35.80,2861.64,756.26,
3563762636,COAST,29.95,0,716.96,2823.50,1989.20,136.21,32.98,0.07,-0.02,-0.25,319.02,320.61,476.83,216,4918,264,-0.39,-0.54,-0.78,36.10,2863.80,758.62,
3563812636,COAST,29.48,0,716.17,2832.30,1996.57,135.33,32.98,0.08,-0.01,-0.26,320.37,321.46,476.71,216,4918,264,0.20,-0.88,-1.02,35.64,2860.01,755.10,
3563822636,COAST,29.01,0,716.14,2832.60,1996.57,135.33,32.97,0.12,-0.01,-0.27,321.46,321.59,476.71,216,4918,264,0.68,0.29,0.00,35.64,2860.01,755.10,
3563832636,COAST,29.01,0,715.97,2834.50,1999.01,135.04,32.98,0.10,-0.00,-0.27,320.00,321.59,476.59,216,4918,264,0.29,-0.24,-0.44,35.54,2860.18,753.80,
3563802636,COAST,29.01,0,716.14,2832.60,1994.02,135.54,32.97,0.13,-0.02,-0.29,321.59,321.95,476.95,216,4918,264,1.02,0.10,1.27,35.80,2861.64,756.26,
3563852636,COAST,29.01,0,716.14,2832.60,2001.45,134.75,32.97,0.10,-0.03,-0.28,320.00,320.73,476.22,216,4918,264,-1.12,0.15,0.68,35.40,2859.09,752.55,
3563862636,COAST,29.48,0,715.55,2839.10,2001.45,134.75,32.97,0.09,-0.01,-0.25,321.59,320.37,476.71,216,4918,264,-0.15,0.68,-0.98,35.40,2859.09,752.55,
3563872636,COAST,29.01,0,715.35,2841.30,2003.80,134.37,32.97,0.10,0.00,-0.27,321.34,320.37,476.34,216,4918,264,0.29,-0.59,-1.22,35.26,2858.07,751.28,
3563842636,COAST,29.01,0,716.14,2832.60,1999.01,135.04,32.97,0.09,-0.01,-0.27,319.88,320.73,476.46,216,4918,264,-0.15,0.59,0.39,35.54,2860.18,753.80,
3563892636,COAST,29.01,0,715.55,2839.10,2006.28,134.13,32.97,0.09,0.00,-0.24,320.61,321.83,476.34,216,4918,264,0.49,0.10,-1.51,35.09,2856.06,750.03,
3563902636,COAST,29.48,0,715.35,2841.30,2006.28,134.13,32.97,0.10,-0.01,-0.28,321.83,322.32,476.22,216,4918,264,-0.83,-0.34,-0.59,35.09,2856.06,750.03,
3563912637,COAST,29.48,0,714.93,2846.00,2008.68,133.81,32.95,0.11,0.01,-0.25,319.63,320.61,476.22,216,4918,264,0.83,0.34,-3.17,34.97,2855.63,748.66,
3563882636,COAST,29.01,0,715.35,2841.30,2003.80,134.37,32.97,0.10,0.02,-0.28,320.61,322.32,475.61,216,4918,264,-0.88,-0.63,0.63,35.26,2858.07,751.28,
3563932636,COAST,29.01,0,714.78,2847.60,2011.21,133.63,32.98,0.11,-0.00,-0.27,320.49,321.46,476.10,216,4918,264,-0.83,0.93,-2.20,34.83,2854.27,747.34,
3563942636,COAST,29.01,0,714.73,2848.20,2011.21,133.63,32.95,0.11,-0.01,-0.28,321.95,320.49,476.59,216,4918,264,0.59,0.98,-0.44,34.83,2854.27,747.34,
3563952636,COAST,29.01,0,714.36,2852.30,2013.65,133.37,32.97,0.09,0.00,-0.29,319.63,321.83,475.85,216,4918,264,-0.24,0.29,1.32,34.75,2854.64,745.91,
3563922636,COAST,29.01,0,714.95,2845.80,2008.68,133.81,32.97,0.10,-0.02,-0.30,320.61,320.98,476.71,216,4918,264,0.00,-0.10,-0.05,34.97,2855.63,748.66,
3563972636,COAST,29.01,0,714.58,2849.80,2016.07,133.09,32.98,0.10,-0.01,-0.24,319.63,321.34,475.24,216,4918,264,0.93,-0.29,-1.90,34.63,2854.00,744.57,
3563982636,COAST,29.01,0,714.16,2854.50,2016.07,133.09,32.97,0.09,-0.03,-0.23,318.90,321.46,475.24,216,4918,264,0.29,0.68,-1.95,34.63,2854.00,744.57,
3563992637,COAST,29.48,0,714.14,2854.70,2018.57,132.89,32.95,0.09,-0.04,-0.28,321.22,321.46,475.12,216,4918,264,0.05,-0.39,0.44,34.51,2853.07,743.15,
3563962636,COAST,29.01,0,714.56,2850.10,2013.65,133.37,32.97,0.09,-0.02,-0.24,319.39,321.71,475.12,216,4918,264,0.39,0.15,-0.54,34.75,2854.64,745.91,
3564012636,COAST,29.01,0,713.74,2859.10,2020.97,132.59,32.95,0.11,-0.02,-0.24,320.37,321.71,475.24,216,4918,264,0.83,-0.20,1.56,34.41,2853.15,741.65,
3564022637,COAST,29.01,0,713.74,2859.10,2020.97,132.59,32.95,0.07,-0.01,-0.26,321.22,321.71,475.24,216,4918,264,-0.98,-0.63,0.24,34.41,2853.15,741.65,
3564032636,COAST,29.01,0,713.54,2861.30,2023.51,132.44,32.95,0.10,-0.03,-0.25,322.44,321.10,475.12,216,4918,264,-0.39,0.24,-0.15,34.28,2852.06,740.17,
3564002637,COAST,29.01,0,713.76,2858.90,2018.57,132.89,32.97,0.10,-0.03,-0.26,321.10,321.10,475.24,216,4918,264,0.00,0.44,-1.90,34.51,2853.07,743.15,
3564052636,COAST,29.01,0,713.54,2861.30,2026.04,132.28,32.95,0.08,-0.02,-0.24,321.10,321.95,474.15,216,4918,264,-0.59,0.73,-2.10,34.22,2852.85,738.68,
3564062636,COAST,29.01,0,713.54,2861.30,2026.04,132.28,32.95,0.10,-0.02,-0.24,319.88,321.71,474.27,216,4918,264,-0.34,-0.29,-1.71,34.22,2852.85,738.68,
3564072636,COAST,29.01,0,713.34,2863.50,2028.40,131.97,32.95,0.11,-0.04,-0.26,321.59,322.07,474.51,216,4918,264,0.29,-0.39,-0.93,34.15,2853.44,737.06,
3564042637,COAST,29.01,0,713.74,2859.10,2023.51,132.44,32.95,0.09,0.00,-0.29,323.05,322.56,474.63,216,4918,264,-1.02,0.49,1.22,34.28,2852.06,740.17,
3564092636,COAST,29.01,0,712.97,2867.60,2030.82,131.71,32.97,0.09,-0.03,-0.25,323.41,321.95,474.27,216,4918,264,0.59,0.68,-2.59,34.02,2852.16,735.60,
3564102636,COAST,29.01,0,713.17,2865.40,2030.82,131.71,32.97,0.07,-0.04,-0.25,320.85,321.83,473.90,216,4918,264,0.15,-0.15,0.39,34.02,2852.16,735.60,
3564112637,COAST,29.01,0,712.75,2870.10,2033.31,131.53,32.95,0.07,-0.02,-0.26,322.80,321.46,474.02,216,4918,264,0.68,0.83,-1.56,33.91,2851.54,734.04,
3564082637,COAST,29.01,0,713.76,2858.90,2028.40,131.97,32.97,0.08,-0.02,-0.25,321.59,323.05,474.15,216,4918,264,0.88,0.44,-2.98,34.15,2853.44,737.06,
3564132636,COAST,29.48,0,712.33,2874.70,2035.79,131.34,32.93,0.10,0.00,-0.24,320.73,321.10,473.29,216,4918,264,0.20,-0.83,-2.05,33.84,2851.97,732.50,
3564142637,COAST,29.01,0,712.55,2872.30,2035.79,131.34,32.95,0.06,-0.01,-0.26,322.56,322.93,473.29,216,4918,264,0.44,0.68,-0.10,33.84,2851.97,732.50,
3564152636,COAST,29.48,0,712.13,2876.90,2038.26,131.14,32.93,0.09,-0.02,-0.26,321.59,322.32,472.80,216,4918,264,-0.78,0.39,0.10,33.76,2852.23,730.88,
3564122636,COAST,29.01,0,712.77,2869.90,2033.31,131.53,32.97,0.05,0.00,-0.25,321.22,323.05,473.66,216,4918,264,-0.49,0.34,0.24,33.91,2851.54,734.04,
3564172636,COAST,29.01,0,712.35,2874.50,2040.70,130.93,32.95,0.09,-0.03,-0.26,320.73,321.22,472.32,216,4918,264,0.29,-0.20,-0.88,33.67,2852.21,729.20,
3564182637,COAST,29.48,0,711.96,2878.80,2040.70,130.93,32.95,0.07,-0.04,-0.26,321.22,322.32,472.44,216,4918,264,0.15,-0.34,-2.24,33.67,2852.21,729.20,
3564192636,COAST,29.01,0,711.73,2881.30,2043.14,130.70,32.93,0.07,-0.01,-0.25,321.34,323.78,471.83,216,4918,264,0.73,0.83,1.80,33.58,2852.26,727.60,
3564162636,COAST,29.48,0,712.53,2872.50,2038.26,131.14,32.93,0.07,-0.01,-0.27,320.61,321.59,472.44,216,4918,264,-0.73,0.20,0.24,33.76,2852.23,730.88,
3564212636,COAST,29.01,0,711.76,2881.00,2045.63,130.54,32.95,0.07,-0.03,-0.23,322.56,322.56,471.34,216,4918,264,0.34,0.98,-0.49,33.49,2852.07,725.91,
3564222636,COAST,29.01,0,711.56,2883.20,2045.63,130.54,32.95,0.09,-0.06,-0.25,321.71,322.68,470.73,216,4918,264,0.88,-0.49,-1.46,33.49,2852.07,725.91,
3564232636,COAST,29.48,0,711.34,2885.70,2048.20,130.46,32.93,0.08,-0.01,-0.23,322.44,322.68,470.85,216,4918,264,0.15,-0.63,0.98,33.43,2852.60,724.21,
3564202636,COAST,29.01,0,711.56,2883.20,2043.14,130.70,32.95,0.08,-0.04,-0.24,320.73,321.83,471.34,216,4918,264,-0.15,-0.49,0.15,33.58,2852.26,727.60,
3564252636,COAST,29.48,0,710.97,2889.80,2050.68,130.29,32.95,0.08,-0.01,-0.26,322.07,322.68,470.24,216,4918,264,0.00,-0.10,1.32,33.39,2854.27,722.41,
3564262636,COAST,29.48,0,711.34,2885.70,2050.68,130.29,32.93,0.11,-0.03,-0.25,322.93,322.93,470.37,216,4918,264,-0.44,0.49,-0.54,33.39,2854.27,722.41,
3564272636,COAST,29.01,0,710.94,2890.10,2053.14,130.10,32.93,0.08,-0.04,-0.23,321.22,322.56,470.12,216,4918,264,0.88,0.54,-1.37,33.33,2854.77,720.61,
3564242636,COAST,29.48,0,711.54,2883.50,2048.20,130.46,32.93,0.08,-0.01,-0.26,323.41,323.17,470.85,216,4918,264,-0.05,-0.05,1.37,33.43,2852.60,724.21,
3564292636,COAST,29.01,0,710.74,2892.30,2055.66,129.98,32.93,0.08,-0.01,-0.24,321.83,322.80,469.88,216,4918,264,0.34,0.93,-0.44,33.25,2855.03,718.90,
3564302636,COAST,29.01,0,710.52,2894.80,2055.66,129.98,32.91,0.07,0.00,-0.25,320.24,321.95,469.88,216,4918,264,-0.34,0.44,-0.20,33.25,2855.03,718.90,
3564312636,COAST,29.01,0,710.57,2894.20,2058.18,129.85,32.95,0.08,0.00,-0.27,321.71,322.07,469.76,216,4918,264,-0.10,0.73,-0.10,33.21,2856.07,717.09,
3564282636,COAST,29.48,0,710.94,2890.10,2053.14,130.10,32.93,0.08,-0.03,-0.27,321.83,323.05,470.00,216,4918,264,-0.34,0.54,0.44,33.33,2854.77,720.61,
3564332636,COAST,29.01,0,710.15,2898.90,2060.60,129.63,32.93,0.10,-0.02,-0.24,322.80,322.32,469.02,216,4918,264,2.10,-0.10,-2.78,33.16,2857.21,715.21,
3564342636,COAST,29.01,0,710.54,2894.50,2060.60,129.63,32.93,0.10,-0.03,-0.28,322.56,322.68,468.78,216,4918,264,-0.39,0.00,0.59,33.16,2857.21,715.21,
3564352636,COAST,29.01,0,710.15,2898.90,2063.09,129.49,32.93,0.08,0.00,-0.22,321.34,323.05,468.66,216,4918,264,0.44,-0.44,-1.85,33.07,2856.97,713.39,
3564322636,COAST,29.01,0,710.52,2894.80,2058.18,129.85,32.91,0.06,-0.02,-0.25,322.68,323.05,470.00,216,4918,264,-0.29,0.39,0.44,33.21,2856.07,717.09,
3564372636,COAST,29.48,0,709.95,2901.10,2065.49,129.27,32.93,0.11,-0.03,-0.27,322.20,323.05,468.41,216,4918,264,0.20,-0.78,-1.32,33.02,2857.91,711.52,
3564382637,COAST,29.01,0,709.75,2903.30,2065.49,129.27,32.93,0.10,-0.02,-0.25,324.02,322.68,468.54,216,4918,264,-0.34,-0.44,-1.85,33.02,2857.91,711.52,
3564392636,COAST,29.01,0,709.75,2903.30,2067.96,129.11,32.93,0.10,-0.03,-0.25,323.41,321.71,468.29,216,4918,264,0.98,0.78,-2.39,32.93,2857.69,709.75,
3564362636,COAST,29.01,0,709.75,2903.30,2063.09,129.49,32.93,0.08,-0.02,-0.28,322.56,322.80,468.66,216,4918,264,0.24,-0.29,-2.00,33.07,2856.97,713.39,
3564412636,COAST,29.01,0,709.55,2905.50,2070.50,129.02,32.93,0.07,-0.01,-0.25,322.93,322.56,467.56,216,4918,264,0.15,-0.98,-0.39,32.87,2858.34,707.84,
3564422636,COAST,29.01,0,709.53,2905.80,2070.50,129.02,32.91,0.11,-0.03,-0.26,322.20,320.73,467.20,216,4918,264,0.29,-0.20,-1.56,32.87,2858.34,707.84,
3564432637,COAST,29.01,0,709.13,2910.20,2072.85,128.76,32.91,0.09,-0.02,-0.26,322.20,322.56,466.95,216,4918,264,-1.07,0.93,1.66,32.84,2859.78,705.90,
3564402636,COAST,29.48,0,709.33,2908.00,2067.96,129.11,32.91,0.09,-0.03,-0.26,323.54,323.54,467.80,216,4918,264,-0.54,0.78,-0.59,32.93,2857.69,709.75,
3564452636,COAST,29.01,0,708.76,2914.30,2075.20,128.50,32.93,0.09,-0.05,-0.28,323.41,322.20,467.07,216,4918,264,1.61,0.05,-1.95,32.74,2859.16,704.03,
3564462636,COAST,29.01,0,708.93,2912.40,2075.20,128.50,32.91,0.10,-0.00,-0.26,324.15,322.80,467.07,216,4918,264,-0.05,1.32,0.39,32.74,2859.16,704.03,
3564472637,COAST,29.48,0,708.74,2914.50,2077.55,128.24,32.91,0.10,-0.02,-0.20,322.20,321.71,466.83,216,4918,264,-0.59,0.63,0.05,32.65,2858.53,702.18,
3564442636,COAST,29.01,0,709.18,2909.60,2072.85,128.76,32.95,0.10,-0.04,-0.23,322.56,322.07,466.71,216,4918,264,0.54,0.15,-1.61,32.84,2859.78,705.90,
3564492636,COAST,29.01,0,708.36,2918.80,2079.97,128.06,32.93,0.11,-0.02,-0.26,322.93,321.10,466.46,216,4918,264,0.10,0.83,0.63,32.55,2857.79,700.29,
3564502636,COAST,29.01,0,708.56,2916.50,2079.97,128.06,32.93,0.09,-0.01,-0.25,322.20,321.59,466.22,216,4918,264,0.15,0.49,0.34,32.55,2857.79,700.29,
3564512636,COAST,29.01,0,708.34,2919.00,2082.38,127.87,32.91,0.10,-0.02,-0.23,322.56,322.68,466.22,216,4918,264,-0.68,-0.93,-0.20,32.49,2858.06,698.39,
3564482636,COAST,29.01,0,708.54,2916.80,2077.55,128.24,32.91,0.09,-0.02,-0.24,323.29,322.80,466.34,216,4918,264,0.00,-0.49,-0.10,32.65,2858.53,702.18,
3564532637,COAST,29.01,0,707.92,2923.70,2084.77,127.67,32.90,0.12,-0.00,-0.25,324.15,321.22,466.10,216,4918,264,0.34,0.49,-0.78,32.42,2858.28,696.44,
3564542637,COAST,29.48,0,707.75,2925.60,2084.77,127.67,32.91,0.10,-0.02,-0.25,323.17,322.20,465.85,216,4918,264,0.49,-0.20,0.44,32.42,2858.28,696.44,
3564552637,COAST,29.01,0,707.72,2925.90,2087.08,127.39,32.90,0.10,-0.01,-0.23,321.95,321.95,465.85,216,4918,264,0.59,-0.20,-0.10,32.35,2858.34,694.43,
3564522637,COAST,29.01,0,708.36,2918.80,2082.38,127.87,32.93,0.10,-0.01,-0.22,322.56,322.07,466.34,216,4918,264,-0.20,-1.46,0.05,32.49,2858.06,698.39,
3564572637,COAST,29.01,0,707.75,2925.60,2089.37,127.11,32.91,0.10,0.01,-0.22,322.07,321.71,465.61,-2743,4541,380,0.78,-0.20,0.20,32.25,2857.49,692.49,
3564582636,COAST,29.01,0,707.32,2930.30,2089.37,127.11,32.90,0.10,-0.02,-0.25,323.05,320.12,465.98,-2743,4541,380,0.54,-0.24,0.54,32.25,2857.49,692.49,
3564592636,COAST,29.01,0,707.35,2930.00,2091.82,126.97,32.91,0.09,-0.01,-0.23,320.85,321.71,464.88,-2743,4541,380,-0.44,0.78,-0.24,32.16,2856.53,690.60,
3564562637,COAST,29.01,0,707.55,2927.80,2087.08,127.39,32.91,0.09,-0.01,-0.24,322.56,321.59,465.85,-2743,4541,380,-0.24,-0.24,0.93,32.35,2858.34,694.43,
3564612636,COAST,29.01,0,707.37,2929.80,2094.17,126.75,32.93,0.11,-0.00,-0.24,322.93,320.73,465.12,-2743,4541,380,0.44,0.05,-1.80,32.11,2857.45,688.55,
3564622637,COAST,29.01,0,707.13,2932.50,2094.17,126.75,32.90,0.10,0.01,-0.21,323.17,321.83,465.24,-2743,4541,380,0.34,-0.29,-0.44,32.11,2857.45,688.55,
3564632636,COAST,29.01,0,707.15,2932.20,2096.52,126.54,32.91,0.10,-0.01,-0.25,322.44,321.34,465.12,-2743,4541,380,-0.24,-0.05,-0.68,32.03,2857.14,686.52,
3564602636,COAST,29.01,0,707.35,2930.00,2091.82,126.97,32.91,0.10,-0.01,-0.23,323.66,321.59,465.24,-2743,4541,380,0.54,-0.20,-0.88,32.16,2856.53,690.60,
3564652636,COAST,29.01,0,706.75,2936.70,2098.87,126.32,32.91,0.11,-0.03,-0.24,322.32,321.59,465.00,-2743,4541,380,-0.39,0.00,-0.44,31.96,2857.05,684.52,
3564662637,COAST,29.01,0,706.73,2936.90,2098.87,126.32,32.90,0.09,-0.02,-0.23,323.66,320.98,464.88,-2743,4541,380,0.59,0.73,-0.59,31.96,2857.05,684.52,
3564672636,COAST,29.01,0,707.13,2932.50,2101.20,126.09,32.90,0.10,0.01,-0.25,325.98,321.10,465.00,-2743,4541,380,0.68,-0.05,-1.66,31.89,2856.88,682.56,
3564642636,COAST,29.48,0,706.73,2936.90,2096.52,126.54,32.90,0.10,-0.02,-0.24,323.78,320.85,465.00,-2743,4541,380,0.54,-0.15,-2.34,32.03,2857.14,686.52,
3564692636,COAST,29.48,0,706.33,2941.40,2103.53,125.86,32.90,0.11,0.00,-0.24,323.41,321.59,465.24,-2743,4541,380,0.05,0.93,-0.98,31.81,2856.71,680.50,
3564702636,COAST,29.48,0,706.53,2939.10,2103.53,125.86,32.90,0.13,0.01,-0.22,325.00,320.98,464.76,-2743,4541,380,-0.39,-0.05,-0.24,31.81,2856.71,680.50,
3564712637,COAST,29.01,0,706.14,2943.50,2106.00,125.77,32.90,0.10,0.00,-0.23,323.90,320.12,464.76,-2743,4541,380,0.29,0.05,-0.44,31.74,2856.39,678.48,
3564682636,COAST,29.01,0,706.56,2938.80,2101.20,126.09,32.91,0.12,-0.02,-0.24,323.90,320.73,464.76,-2743,4541,380,0.49,0.63,0.20,31.89,2856.88,682.56,
3564732637,COAST,29.01,0,705.76,2947.70,2108.31,125.53,32.91,0.11,-0.01,-0.24,325.61,320.98,464.63,-2743,4541,380,0.73,-0.24,-0.59,31.71,2857.81,676.24,
3564742636,COAST,29.48,0,705.72,2948.20,2108.31,125.53,32.88,0.11,-0.02,-0.20,321.71,320.00,464.02,-2743,4541,380,-0.20,-0.24,0.73,31.71,2857.81,676.24,
3564752637,COAST,29.01,0,705.74,2948.00,2110.69,125.36,32.90,0.11,-0.03,-0.27,324.51,319.63,464.51,-2743,4541,380,0.29,-0.29,2.44,31.64,2857.40,674.22,
3564722636,COAST,29.01,0,705.96,2945.50,2106.00,125.77,32.91,0.12,-0.01,-0.25,323.05,319.76,464.63,-2743,4541,380,0.39,0.15,-1.61,31.74,2856.39,678.48,
3564772636,COAST,29.01,0,705.94,2945.70,2112.98,125.11,32.90,0.10,0.01,-0.20,324.51,320.12,464.51,-2743,4541,380,-0.88,-0.39,-1.07,31.58,2857.83,672.13,
3564782636,COAST,29.01,0,705.34,2952.40,2112.98,125.11,32.90,0.10,-0.02,-0.23,323.17,319.27,464.02,-2743,4541,380,-0.44,0.44,-0.63,31.58,2857.83,672.13,
3564792636,COAST,29.01,0,705.34,2952.40,2115.26,124.85,32.90,0.13,-0.02,-0.26,322.80,320.00,463.90,-2743,4541,380,0.49,0.63,-1.66,31.51,2857.25,670.00,
3564762637,COAST,29.01,0,705.54,2950.20,2110.69,125.36,32.90,0.11,-0.01,-0.27,324.63,320.98,464.51,-2743,4541,380,0.59,-0.73,-1.51,31.64,2857.40,674.22,
3564812636,COAST,29.01,0,705.34,2952.40,2117.69,124.75,32.90,0.10,-0.01,-0.22,323.29,319.15,464.15,-2743,4541,380,-0.63,-0.29,-0.73,31.43,2856.60,667.94,
3564822636,COAST,29.01,0,705.34,2952.40,2117.69,124.75,32.90,0.12,-0.03,-0.24,323.54,318.78,464.02,-2743,4541,380,-0.15,0.78,-1.02,31.43,2856.60,667.94,
3564832636,COAST,29.48,0,704.95,2956.80,2119.96,124.49,32.90,0.09,0.01,-0.22,324.88,318.78,463.78,-2743,4541,380,1.12,1.02,-0.98,31.39,2857.79,665.71,
3564802636,COAST,29.01,0,705.74,2948.00,2115.26,124.85,32.90,0.11,-0.01,-0.20,322.20,319.76,463.90,-2743,4541,380,-0.54,-0.44,0.24,31.51,2857.25,670.00,
3564852636,COAST,29.01,0,704.55,2961.30,2122.38,124.38,32.90,0.10,-0.03,-0.24,323.78,319.27,463.41,-2743,4541,380,-0.59,-0.10,-1.27,31.32,2857.07,663.62,
3564862636,COAST,29.01,0,704.55,2961.30,2122.38,124.38,32.90,0.08,-0.01,-0.24,321.34,318.29,463.05,-2743,4541,380,0.24,-0.44,-1.32,31.32,2857.07,663.62,
3564872636,COAST,29.01,0,704.72,2959.40,2124.71,124.19,32.88,0.10,-0.01,-0.21,323.05,319.27,462.80,-2743,4541,380,0.29,0.54,0.68,31.28,2858.25,661.33,
3564842636,COAST,29.01,0,704.95,2956.80,2119.96,124.49,32.90,0.12,-0.03,-0.25,323.78,318.66,463.41,-2743,4541,380,0.54,-0.83,-1.02,31.39,2857.79,665.71,
3564892637,COAST,29.01,0,704.35,2963.50,2127.04,124.00,32.90,0.11,-0.01,-0.26,325.00,319.39,462.80,-2743,4541,380,0.10,0.15,-0.98,31.23,2858.38,659.21,
3564902636,COAST,29.01,0,704.33,2963.70,2127.04,124.00,32.88,0.08,-0.00,-0.23,324.76,318.78,462.68,-2743,4541,380,1.41,0.44,-1.02,31.23,2858.38,659.21,
3564912636,COAST,29.01,0,704.35,2963.50,2129.43,123.87,32.90,0.10,-0.00,-0.24,323.66,318.05,462.32,-2743,4541,380,0.39,-0.73,-0.05,31.17,2858.54,656.94,
3564882636,COAST,29.01,0,704.53,2961.50,2124.71,124.19,32.88,0.08,-0.01,-0.21,322.80,318.66,462.80,-2743,4541,380,-0.54,-0.29,0.29,31.28,2858.25,661.33,
3564932636,COAST,29.01,0,703.76,2970.10,2131.74,123.67,32.90,0.08,-0.00,-0.24,323.78,318.17,462.07,-2743,4541,380,0.39,-0.68,-2.78,31.13,2859.47,654.74,
3564942636,COAST,29.01,0,703.73,2970.40,2131.74,123.67,32.88,0.10,-0.04,-0.22,321.95,318.29,461.71,-2743,4541,380,0.73,1.02,-2.10,31.13,2859.47,654.74,
3564952637,COAST,29.01,0,703.56,2972.30,2134.05,123.47,32.90,0.05,-0.01,-0.24,321.95,318.78,461.59,-2743,4541,380,-0.93,0.05,-0.24,31.08,2859.60,652.51,
3564922636,COAST,29.01,0,703.93,2968.20,2129.43,123.87,32.88,0.08,-0.01,-0.22,322.93,318.78,462.07,-2743,4541,380,-0.05,0.34,0.24,31.17,2858.54,656.94,
