time_us,state,temperature_chip_celsius,deployment_percent,pressure_mb,altitude,altitude_filt,velocity_filt,temperature_alt_celsius,mid_imu_ax,mid_imu_ay,mid_imu_az,mid_imu_gx,mid_imu_gy,mid_imu_gz,mag_x,mag_y,mag_z,high_g_x,high_g_y,high_g_z,drag_force,apogee_prediction,desired_drag_force
3749792636,RECOVERY,22.46,0,916.77,836.00,-4.79,-0.75,25.88,0.76,0.65,-0.06,319.63,319.63,319.51,-2498,6020,1740,0.68,-0.49,-0.29,126.32,-4.74,-20557.34,
3749842636,RECOVERY,22.46,0,916.80,835.70,-4.82,-0.77,25.90,0.76,0.65,-0.06,319.51,319.51,319.51,-2498,6020,1740,0.68,-0.49,-0.24,126.48,-4.84,-20560.44,
3749852636,RECOVERY,21.99,0,916.60,837.50,-4.83,-0.78,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2498,6020,1740,0.73,-0.44,-0.34,126.39,-4.79,-20559.11,
3749862636,RECOVERY,22.46,0,916.77,836.00,-4.83,-0.78,25.88,0.76,0.65,-0.06,319.39,319.76,319.51,-2498,6020,1740,0.78,-0.63,-0.39,126.39,-4.79,-20559.11,
3749832636,RECOVERY,22.46,0,916.77,836.00,-4.82,-0.77,25.88,0.76,0.65,-0.06,319.51,319.51,319.63,-2498,6020,1740,0.83,-0.63,-0.34,126.48,-4.84,-20560.44,
3749882636,RECOVERY,22.46,0,916.57,837.80,-4.78,-0.73,25.88,0.76,0.65,-0.06,319.63,319.63,319.63,-2498,6020,1740,0.78,-0.68,-0.24,126.41,-4.81,-20559.54,
3749892636,RECOVERY,22.46,0,916.80,835.70,-4.81,-0.75,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.88,-0.68,-0.29,126.32,-4.76,-20557.79,
3749902636,RECOVERY,22.46,0,916.57,837.80,-4.81,-0.75,25.88,0.76,0.65,-0.06,319.39,319.63,319.63,-2498,6020,1740,0.73,-0.44,-0.39,126.32,-4.76,-20557.79,
3749872636,RECOVERY,21.99,0,916.57,837.80,-4.78,-0.73,25.88,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.73,-0.63,-0.24,126.41,-4.81,-20559.54,
3749922636,RECOVERY,22.46,0,916.57,837.80,-4.82,-0.76,25.88,0.76,0.65,-0.06,319.51,319.63,319.63,-2498,6020,1740,0.68,-0.44,-0.10,126.36,-4.78,-20558.67,
3749932636,RECOVERY,22.46,0,916.57,837.80,-4.77,-0.71,25.88,0.76,0.65,-0.06,319.63,319.51,319.51,-2498,6020,1740,0.63,-0.44,-0.29,126.38,-4.80,-20559.11,
3749942636,RECOVERY,22.46,0,916.57,837.80,-4.77,-0.71,25.88,0.76,0.65,-0.06,319.39,319.76,319.51,-2498,6020,1740,0.83,-0.68,-0.29,126.38,-4.80,-20559.11,
3749912636,RECOVERY,22.46,0,916.60,837.50,-4.82,-0.76,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.63,-0.44,-0.39,126.36,-4.78,-20558.67,
3749962636,RECOVERY,22.46,0,916.80,835.70,-4.78,-0.72,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2498,6020,1740,0.63,-0.54,-0.20,126.29,-4.75,-20557.79,
3749972636,RECOVERY,22.46,0,916.96,834.30,-4.74,-0.69,25.88,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.63,-0.54,-0.29,126.31,-4.76,-20558.23,
3749982636,RECOVERY,22.46,0,916.57,837.80,-4.74,-0.69,25.88,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.68,-0.73,-0.39,126.31,-4.76,-20558.23,
3749952636,RECOVERY,22.46,0,916.57,837.80,-4.78,-0.72,25.88,0.76,0.65,-0.06,319.51,319.63,319.51,-2498,6020,1740,0.88,-0.59,-0.15,126.29,-4.75,-20557.79,
3750002636,RECOVERY,21.99,0,916.80,835.70,-4.83,-0.76,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2498,6020,1740,0.78,-0.73,-0.34,126.24,-4.73,-20556.92,
3750012636,RECOVERY,22.46,0,916.38,839.50,-4.78,-0.72,25.88,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.83,-0.83,-0.34,126.38,-4.81,-20559.54,
3750022636,RECOVERY,21.99,0,916.80,835.70,-4.78,-0.72,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.83,-0.59,-0.24,126.38,-4.81,-20559.54,
3749992636,RECOVERY,22.46,0,916.57,837.80,-4.83,-0.76,25.88,0.76,0.65,-0.06,319.39,319.63,319.63,-2498,6020,1740,0.93,-0.54,-0.15,126.24,-4.73,-20556.92,
3750042636,RECOVERY,22.46,0,916.60,837.50,-4.80,-0.73,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.83,-0.63,-0.20,126.29,-4.76,-20557.79,
3750052636,RECOVERY,22.46,0,916.77,836.00,-4.75,-0.68,25.88,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.83,-0.73,-0.29,126.31,-4.77,-20558.23,
3750062636,RECOVERY,22.46,0,916.60,837.50,-4.75,-0.68,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.73,-0.68,-0.49,126.31,-4.77,-20558.23,
3750032636,RECOVERY,22.46,0,916.60,837.50,-4.80,-0.73,25.90,0.76,0.65,-0.06,319.39,319.51,319.51,-2500,6019,1736,0.83,-0.68,-0.34,126.29,-4.76,-20557.79,
3750082636,RECOVERY,22.46,0,916.77,836.00,-4.77,-0.70,25.88,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.73,-0.78,-0.29,126.23,-4.73,-20556.92,
3750092636,RECOVERY,22.46,0,916.80,835.70,-4.73,-0.66,25.90,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.73,-0.59,-0.20,126.27,-4.75,-20557.79,
3750102636,RECOVERY,21.99,0,916.60,837.50,-4.73,-0.66,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.73,-0.68,-0.34,126.27,-4.75,-20557.79,
3750072636,RECOVERY,22.46,0,916.80,835.70,-4.77,-0.70,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.78,-0.63,-0.34,126.23,-4.73,-20556.92,
3750122636,RECOVERY,22.46,0,916.60,837.50,-4.69,-0.63,25.90,0.76,0.65,-0.06,319.39,319.76,319.63,-2500,6019,1736,0.78,-0.68,-0.20,126.20,-4.71,-20556.47,
3750132636,RECOVERY,22.46,0,916.80,835.70,-4.72,-0.65,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.88,-0.73,-0.20,126.14,-4.68,-20555.57,
3750142636,RECOVERY,21.99,0,916.96,834.30,-4.72,-0.65,25.88,0.76,0.65,-0.06,319.51,319.63,319.39,-2500,6019,1736,0.63,-0.63,-0.24,126.14,-4.68,-20555.57,
3750112636,RECOVERY,22.46,0,916.60,837.50,-4.69,-0.63,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.88,-0.73,-0.24,126.20,-4.71,-20556.47,
3750162636,RECOVERY,22.46,0,916.60,837.50,-4.75,-0.68,25.90,0.76,0.65,-0.06,319.76,319.63,319.51,-2500,6019,1736,0.59,-0.49,-0.24,126.18,-4.70,-20556.02,
3750172636,RECOVERY,22.46,0,916.60,837.50,-4.71,-0.64,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.78,-0.68,-0.29,126.22,-4.73,-20556.92,
3750182636,RECOVERY,22.46,0,916.80,835.70,-4.71,-0.64,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.88,-0.68,-0.24,126.22,-4.73,-20556.92,
3750152636,RECOVERY,22.46,0,916.60,837.50,-4.75,-0.68,25.90,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.68,-0.44,-0.54,126.18,-4.70,-20556.02,
3750202636,RECOVERY,22.46,0,916.77,836.00,-4.73,-0.66,25.88,0.76,0.65,-0.06,319.27,319.63,319.51,-2500,6019,1736,0.73,-0.59,-0.29,126.15,-4.69,-20556.02,
3750212636,RECOVERY,22.46,0,916.80,835.70,-4.70,-0.63,25.90,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.63,-0.49,-0.34,126.20,-4.72,-20556.47,
3750222636,RECOVERY,21.99,0,916.60,837.50,-4.70,-0.63,25.90,0.76,0.65,-0.06,319.51,319.63,319.39,-2500,6019,1736,0.78,-0.59,-0.20,126.20,-4.72,-20556.47,
3750192636,RECOVERY,22.46,0,916.60,837.50,-4.73,-0.66,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.78,-0.68,-0.34,126.15,-4.69,-20556.02,
3750242636,RECOVERY,22.46,0,916.60,837.50,-4.78,-0.71,25.90,0.76,0.65,-0.06,319.76,319.63,319.51,-2500,6019,1736,0.88,-0.73,-0.34,126.13,-4.68,-20555.57,
3750252636,RECOVERY,22.46,0,916.60,837.50,-4.74,-0.67,25.90,0.76,0.65,-0.06,319.63,319.51,319.63,-2500,6019,1736,0.68,-0.54,-0.34,126.28,-4.76,-20557.79,
3750262636,RECOVERY,21.99,0,916.99,834.00,-4.74,-0.67,25.90,0.76,0.65,-0.06,319.51,319.76,319.63,-2500,6019,1736,0.68,-0.63,-0.34,126.28,-4.76,-20557.79,
3750232636,RECOVERY,21.99,0,916.60,837.50,-4.78,-0.71,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.83,-0.63,-0.15,126.13,-4.68,-20555.57,
3750282636,RECOVERY,22.46,0,916.80,835.70,-4.71,-0.63,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.73,-0.59,-0.34,126.21,-4.73,-20556.92,
3750292636,RECOVERY,22.46,0,916.77,836.00,-4.79,-0.71,25.88,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.78,-0.68,-0.29,126.14,-4.69,-20555.57,
3750302636,RECOVERY,22.46,0,916.80,835.70,-4.79,-0.71,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.88,-0.78,-0.34,126.14,-4.69,-20555.57,
3750272636,RECOVERY,22.46,0,916.77,836.00,-4.71,-0.63,25.88,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.73,-0.68,-0.34,126.21,-4.73,-20556.92,
3750322636,RECOVERY,22.46,0,916.60,837.50,-4.82,-0.73,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.93,-0.73,-0.29,126.29,-4.77,-20558.23,
3750332636,RECOVERY,22.46,0,916.60,837.50,-4.78,-0.69,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.83,-0.68,-0.20,126.33,-4.80,-20559.11,
3750342636,RECOVERY,22.46,0,916.80,835.70,-4.78,-0.69,25.90,0.76,0.65,-0.05,319.51,319.63,319.51,-2500,6019,1736,0.63,-0.54,-0.49,126.33,-4.80,-20559.11,
3750312636,RECOVERY,22.46,0,916.60,837.50,-4.82,-0.73,25.90,0.76,0.65,-0.06,319.51,319.51,319.63,-2500,6019,1736,0.78,-0.59,-0.15,126.29,-4.77,-20558.23,
3750362636,RECOVERY,22.46,0,916.80,835.70,-4.80,-0.71,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.83,-0.68,-0.44,126.25,-4.76,-20557.79,
3750372636,RECOVERY,22.46,0,916.60,837.50,-4.76,-0.68,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.73,-0.68,-0.24,126.29,-4.78,-20558.67,
3750382636,RECOVERY,22.46,0,916.80,835.70,-4.76,-0.68,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.73,-0.68,-0.24,126.29,-4.78,-20558.67,
3750352636,RECOVERY,22.46,0,916.60,837.50,-4.80,-0.71,25.90,0.76,0.65,-0.06,319.39,319.51,319.51,-2500,6019,1736,0.68,-0.68,-0.54,126.25,-4.76,-20557.79,
3750402636,RECOVERY,22.46,0,916.80,835.70,-4.79,-0.70,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.88,-0.78,-0.34,126.22,-4.74,-20557.34,
3750412636,RECOVERY,22.46,0,916.60,837.50,-4.81,-0.72,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.98,-0.63,-0.20,126.26,-4.77,-20558.23,
3750422636,RECOVERY,22.46,0,916.80,835.70,-4.81,-0.72,25.90,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.73,-0.68,-0.29,126.26,-4.77,-20558.23,
3750392636,RECOVERY,22.46,0,916.60,837.50,-4.79,-0.70,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.78,-0.68,-0.34,126.22,-4.74,-20557.34,
3750442636,RECOVERY,22.46,0,916.60,837.50,-4.77,-0.68,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.68,-0.54,-0.39,126.30,-4.79,-20558.67,
3750452636,RECOVERY,22.46,0,916.60,837.50,-4.80,-0.70,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.78,-0.59,-0.39,126.23,-4.75,-20557.79,
3750462636,RECOVERY,21.99,0,916.80,835.70,-4.80,-0.70,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.88,-0.59,-0.24,126.23,-4.75,-20557.79,
3750432636,RECOVERY,21.99,0,916.60,837.50,-4.77,-0.68,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.88,-0.78,-0.24,126.30,-4.79,-20558.67,
3750482636,RECOVERY,22.46,0,916.80,835.70,-4.76,-0.66,25.90,0.76,0.65,-0.06,319.63,319.76,319.51,-2500,6019,1736,0.88,-0.63,-0.20,126.27,-4.78,-20558.23,
3750492636,RECOVERY,22.46,0,916.60,837.50,-4.72,-0.63,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.63,-0.63,-0.10,126.20,-4.74,-20557.34,
3750502636,RECOVERY,22.46,0,916.60,837.50,-4.72,-0.63,25.90,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.73,-0.68,-0.24,126.20,-4.74,-20557.34,
3750472636,RECOVERY,22.46,0,916.60,837.50,-4.76,-0.66,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.78,-0.63,-0.20,126.27,-4.78,-20558.23,
3750522636,RECOVERY,22.46,0,916.80,835.70,-4.74,-0.65,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.73,-0.68,-0.24,126.13,-4.70,-20556.02,
3750532636,RECOVERY,22.46,0,916.83,835.40,-4.70,-0.61,25.91,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.63,-0.59,-0.24,126.18,-4.73,-20556.92,
3750542636,RECOVERY,22.46,0,917.03,833.60,-4.70,-0.61,25.91,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.73,-0.54,-0.20,126.18,-4.73,-20556.92,
3750512636,RECOVERY,22.46,0,916.64,837.20,-4.74,-0.65,25.91,0.76,0.65,-0.06,319.51,319.51,319.51,-2500,6019,1736,0.88,-0.54,-0.24,126.13,-4.70,-20556.02,
3750562636,RECOVERY,22.46,0,916.80,835.70,-4.73,-0.64,25.90,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.93,-0.63,-0.34,126.11,-4.69,-20555.57,
3750572636,RECOVERY,22.46,0,916.60,837.50,-4.76,-0.66,25.90,0.76,0.65,-0.06,319.39,319.63,319.39,-2500,6019,1736,0.78,-0.59,-0.29,126.15,-4.71,-20556.47,
3750582636,RECOVERY,22.46,0,916.80,835.70,-4.76,-0.66,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.78,-0.54,-0.34,126.15,-4.71,-20556.47,
3750552636,RECOVERY,22.46,0,916.80,835.70,-4.73,-0.64,25.90,0.76,0.65,-0.06,319.39,319.76,319.63,-2500,6019,1736,0.88,-0.83,-0.29,126.11,-4.69,-20555.57,
3750602636,RECOVERY,22.46,0,916.80,835.70,-4.66,-0.57,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.68,-0.63,-0.24,126.20,-4.74,-20557.34,
3750612636,RECOVERY,22.46,0,916.80,835.70,-4.63,-0.54,25.90,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.88,-0.63,-0.15,126.03,-4.64,-20554.26,
3750622636,RECOVERY,22.46,0,916.60,837.50,-4.63,-0.54,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.68,-0.44,-0.29,126.03,-4.64,-20554.26,
3750592636,RECOVERY,22.46,0,916.64,837.20,-4.66,-0.57,25.91,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.73,-0.63,-0.29,126.20,-4.74,-20557.34,
3750642636,RECOVERY,22.46,0,916.80,835.70,-4.59,-0.51,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.83,-0.68,-0.39,125.98,-4.62,-20553.38,
3750652636,RECOVERY,22.46,0,916.60,837.50,-4.56,-0.48,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.83,-0.68,-0.29,125.93,-4.58,-20552.49,
3750662636,RECOVERY,22.46,0,916.44,839.00,-4.56,-0.48,25.91,0.76,0.65,-0.06,319.51,319.51,319.63,-2500,6019,1736,0.88,-0.68,-0.20,125.93,-4.58,-20552.49,
3750632636,RECOVERY,22.46,0,916.60,837.50,-4.59,-0.51,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.88,-0.63,-0.39,125.98,-4.62,-20553.38,
3750682636,RECOVERY,22.46,0,916.83,835.40,-4.53,-0.46,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.78,-0.59,-0.39,125.87,-4.55,-20551.61,
3750692636,RECOVERY,22.46,0,916.80,835.70,-4.50,-0.43,25.90,0.76,0.65,-0.06,319.39,319.51,319.51,-2500,6019,1736,0.73,-0.44,-0.15,125.83,-4.52,-20550.74,
3750702636,RECOVERY,22.46,0,916.60,837.50,-4.50,-0.43,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.88,-0.63,-0.54,125.83,-4.52,-20550.74,
3750672636,RECOVERY,22.46,0,916.99,834.00,-4.53,-0.46,25.90,0.76,0.65,-0.06,319.51,319.63,319.63,-2500,6019,1736,0.88,-0.68,-0.39,125.87,-4.55,-20551.61,
3750722636,RECOVERY,22.46,0,916.60,837.50,-4.41,-0.35,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.83,-0.59,-0.34,125.78,-4.49,-20549.85,
3750732636,RECOVERY,22.46,0,916.64,837.20,-4.44,-0.39,25.91,0.76,0.65,-0.06,319.39,319.76,319.63,-2500,6019,1736,0.83,-0.73,-0.29,125.64,-4.40,-20547.20,
3750742636,RECOVERY,22.46,0,916.60,837.50,-4.44,-0.39,25.90,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.68,-0.59,-0.24,125.64,-4.40,-20547.20,
3750712636,RECOVERY,21.99,0,916.60,837.50,-4.41,-0.35,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.78,-0.54,-0.29,125.78,-4.49,-20549.85,
3750762636,RECOVERY,22.46,0,916.64,837.20,-4.41,-0.36,25.91,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.88,-0.73,-0.29,125.70,-4.43,-20548.08,
3750772636,RECOVERY,22.46,0,916.64,837.20,-4.38,-0.35,25.91,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.73,-0.73,-0.39,125.65,-4.40,-20547.20,
3750782636,RECOVERY,22.46,0,916.80,835.70,-4.38,-0.35,25.90,0.76,0.65,-0.06,319.51,319.51,319.63,-2500,6019,1736,0.68,-0.49,-0.39,125.65,-4.40,-20547.20,
3750752636,RECOVERY,22.46,0,916.83,835.40,-4.41,-0.36,25.91,0.76,0.65,-0.06,319.39,319.63,319.63,-2500,6019,1736,0.83,-0.78,-0.39,125.70,-4.43,-20548.08,
3750802636,RECOVERY,22.46,0,916.64,837.20,-4.42,-0.38,25.91,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.78,-0.59,-0.29,125.63,-4.38,-20546.33,
3750812636,RECOVERY,22.46,0,916.41,839.20,-4.39,-0.37,25.90,0.76,0.65,-0.06,319.51,319.76,319.63,-2500,6019,1736,0.68,-0.54,-0.49,125.69,-4.41,-20547.20,
3750822636,RECOVERY,22.46,0,916.64,837.20,-4.39,-0.37,25.91,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.73,-0.63,-0.34,125.69,-4.41,-20547.20,
3750792636,RECOVERY,22.46,0,916.60,837.50,-4.42,-0.38,25.90,0.76,0.65,-0.06,319.51,319.76,319.63,-2500,6019,1736,0.63,-0.49,-0.15,125.63,-4.38,-20546.33,
3750842636,RECOVERY,22.46,0,916.83,835.40,-4.44,-0.41,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.78,-0.63,-0.15,125.66,-4.39,-20546.77,
3750852636,RECOVERY,22.46,0,916.60,837.50,-4.53,-0.50,25.90,0.76,0.65,-0.06,319.51,319.76,319.63,-2500,6019,1736,0.88,-0.73,-0.39,125.74,-4.43,-20548.08,
3750862636,RECOVERY,22.46,0,916.64,837.20,-4.53,-0.50,25.91,0.76,0.65,-0.06,319.39,319.63,319.51,-2500,6019,1736,0.78,-0.63,-0.39,125.74,-4.43,-20548.08,
3750832636,RECOVERY,22.46,0,916.64,837.20,-4.44,-0.41,25.91,0.76,0.65,-0.06,319.51,319.76,319.51,-2500,6019,1736,0.78,-0.68,-0.39,125.66,-4.39,-20546.77,
3750882636,RECOVERY,22.46,0,916.64,837.20,-4.50,-0.47,25.91,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.63,-0.59,-0.15,125.90,-4.52,-20550.74,
3750892636,RECOVERY,22.46,0,916.64,837.20,-4.47,-0.45,25.91,0.76,0.65,-0.06,319.63,319.63,319.63,-2500,6019,1736,0.83,-0.63,-0.15,125.85,-4.49,-20549.85,
3750902636,RECOVERY,22.46,0,916.99,834.00,-4.47,-0.45,25.90,0.76,0.65,-0.06,319.51,319.51,319.63,-2500,6019,1736,0.88,-0.63,-0.39,125.85,-4.49,-20549.85,
3750872636,RECOVERY,22.46,0,916.64,837.20,-4.50,-0.47,25.91,0.76,0.65,-0.06,319.63,319.63,319.51,-2500,6019,1736,0.73,-0.68,-0.24,125.90,-4.52,-20550.74,
3750922636,RECOVERY,22.46,0,916.80,835.70,-4.44,-0.42,25.90,0.76,0.65,-0.06,319.51,319.76,319.51,-2510,6005,1734,0.73,-0.68,-0.44,125.81,-4.46,-20548.96,
3750932636,RECOVERY,22.46,0,916.64,837.20,-4.48,-0.47,25.91,0.76,0.65,-0.06,319.39,319.76,319.63,-2510,6005,1734,0.83,-0.73,-0.24,125.76,-4.43,-20548.08,
3750942636,RECOVERY,21.99,0,916.60,837.50,-4.48,-0.47,25.90,0.76,0.65,-0.06,319.39,319.63,319.51,-2510,6005,1734,0.73,-0.63,-0.20,125.76,-4.43,-20548.08,
3750912636,RECOVERY,22.46,0,916.64,837.20,-4.44,-0.42,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2500,6019,1736,0.93,-0.73,-0.29,125.81,-4.46,-20548.96,
3750962636,RECOVERY,22.46,0,916.64,837.20,-4.52,-0.51,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2510,6005,1734,0.83,-0.59,-0.29,125.84,-4.47,-20549.41,
3750972636,RECOVERY,22.46,0,916.44,839.00,-4.63,-0.60,25.91,0.76,0.65,-0.06,319.63,319.63,319.51,-2510,6005,1734,0.73,-0.59,-0.39,125.91,-4.51,-20550.74,
3750982636,RECOVERY,22.46,0,916.64,837.20,-4.63,-0.60,25.91,0.76,0.65,-0.06,319.63,319.51,319.51,-2510,6005,1734,0.93,-0.78,-0.20,125.91,-4.51,-20550.74,
3750952636,RECOVERY,22.46,0,916.64,837.20,-4.52,-0.51,25.91,0.76,0.65,-0.06,319.39,319.63,319.51,-2510,6005,1734,0.78,-0.63,-0.29,125.84,-4.47,-20549.41,
3751002636,RECOVERY,22.46,0,916.64,837.20,-4.61,-0.58,25.91,0.76,0.65,-0.06,319.51,319.51,319.63,-2510,6005,1734,0.68,-0.68,-0.15,126.09,-4.62,-20553.38,
3751012636,RECOVERY,22.46,0,916.83,835.40,-4.58,-0.56,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2510,6005,1734,0.98,-0.68,-0.39,126.05,-4.59,-20552.95,
3751022636,RECOVERY,22.46,0,916.83,835.40,-4.58,-0.56,25.91,0.76,0.65,-0.06,319.63,319.63,319.63,-2510,6005,1734,0.78,-0.63,-0.34,126.05,-4.59,-20552.95,
3750992636,RECOVERY,22.46,0,916.60,837.50,-4.61,-0.58,25.90,0.76,0.65,-0.06,319.63,319.63,319.51,-2510,6005,1734,0.83,-0.63,-0.34,126.09,-4.62,-20553.38,
3751042636,RECOVERY,22.46,0,916.83,835.40,-4.49,-0.48,25.91,0.76,0.65,-0.06,319.63,319.63,319.63,-2510,6005,1734,0.73,-0.49,-0.24,126.01,-4.57,-20552.05,
3751052636,RECOVERY,22.46,0,916.83,835.40,-4.47,-0.46,25.91,0.76,0.65,-0.06,319.51,319.63,319.63,-2510,6005,1734,0.68,-0.68,-0.29,125.87,-4.48,-20549.41,
3751062636,RECOVERY,22.46,0,916.44,839.00,-4.47,-0.46,25.91,0.76,0.65,-0.06,319.63,319.63,319.51,-2510,6005,1734,0.68,-0.54,-0.10,125.87,-4.48,-20549.41,
3751032636,RECOVERY,22.46,0,916.64,837.20,-4.49,-0.48,25.91,0.76,0.65,-0.06,319.39,319.63,319.63,-2510,6005,1734,0.88,-0.83,-0.44,126.01,-4.57,-20552.05,
3751082636,RECOVERY,22.46,0,916.64,837.20,-4.51,-0.50,25.91,0.76,0.65,-0.06,319.63,319.63,319.51,-2510,6005,1734,0.83,-0.68,-0.44,125.83,-4.46,-20548.96,
3751092636,RECOVERY,21.99,0,916.64,837.20,-4.49,-0.48,25.91,0.76,0.65,-0.06,319.39,319.63,319.51,-2510,6005,1734,0.63,-0.54,-0.29,125.91,-4.50,-20550.29,
3751102636,RECOVERY,21.99,0,916.83,835.40,-4.49,-0.48,25.91,0.76,0.65,-0.06,319.63,319.63,319.51,-2510,6005,1734,0.83,-0.63,-0.39,125.91,-4.50,-20550.29,
3751072636,RECOVERY,21.99,0,916.44,839.00,-4.51,-0.50,25.91,0.76,0.65,-0.06,319.51,319.51,319.63,-2510,6005,1734,0.83,-0.59,-0.49,125.83,-4.46,-20548.96,
3751122636,RECOVERY,22.46,0,916.64,837.20,-4.47,-0.47,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2510,6005,1734,0.88,-0.68,-0.24,125.88,-4.48,-20549.41,
3751132636,RECOVERY,21.52,0,916.44,839.00,-4.44,-0.45,25.91,0.76,0.65,-0.06,319.51,319.63,319.51,-2510,6005,1734,0.78,-0.63,-0.49,125.84,-4.46,-20548.96,
